"season","point_ID","max.dep"
2015,37,118
2015,38,300
2015,39,170
2015,40,50
2015,41,230
2015,42,305
2015,43,370
2015,44,272
2015,45,330
2015,46,240
2015,47,290
2015,48,80
2015,49,100
2015,50,60
2015,51,280
2015,52,170
2015,53,300
2015,54,280
2015,55,380
2015,56,400
2015,57,380
2015,58,200
2015,59,80
2015,60,73
2015,61,150
2015,62,255
2015,63,280
2015,64,305
2015,65,400
2015,66,310
2015,67,415
2015,68,210
2015,69,70
2015,70,60
2015,71,180
2015,72,200
2015,73,295
2015,74,390
2015,75,315
2015,76,345
2015,77,200
2015,78,260
2015,79,110
2015,80,100
2015,101,10
2015,201,18
2015,301,10
2015,401,100
2015,501,60
2015,601,30
2015,701,60
2015,801,100
2016,1,230
2016,2,300
2016,3,280
2016,4,210
2016,5,140
2016,6,155
2016,7,50
2016,8,65
2016,9,60
2016,10,60
2016,11,240
2016,12,230
2016,13,240
2016,14,155
2016,15,110
2016,16,110
2016,17,70
2016,18,30
2016,19,70
2016,20,40
2016,21,280
2016,22,290
2016,23,250
2016,24,240
2016,25,120
2016,26,80
2016,27,100
2016,28,250
2016,29,100
2016,30,65
2016,31,280
2016,32,270
2016,33,250
2016,34,270
2016,35,230
2016,36,110
2016,37,130
2016,38,80
2016,39,40
2016,40,60
2016,41,280
2016,42,320
2016,43,290
2016,44,280
2016,45,280
2016,46,250
2016,47,100
2016,48,60
2016,49,60
2016,50,60
2016,51,210
2016,52,150
2016,53,315
2016,54,310
2016,55,345
2016,56,355
2016,57,135
2016,58,70
2016,59,60
2016,60,80
2016,61,150
2016,62,250
2016,63,320
2016,64,180
2016,65,380
2016,66,375
2016,67,205
2016,68,70
2016,69,70
2016,70,40
2016,71,110
2016,72,180
2016,73,250
2016,74,380
2016,75,270
2016,76,285
2016,77,120
2016,78,60
2016,79,70
2016,80,90
2016,101,40
2016,201,50
2016,301,70
2016,401,40
2016,501,40
2016,601,50
2016,701,50
2016,801,80
2017,1,290
2017,2,310
2017,3,280
2017,4,200
2017,5,270
2017,6,240
2017,7,130
2017,8,70
2017,9,70
2017,10,30
2017,11,350
2017,12,300
2017,13,300
2017,14,280
2017,15,250
2017,16,210
2017,17,140
2017,18,45
2017,19,40
2017,20,40
2017,21,350
2017,22,280
2017,23,310
2017,24,300
2017,25,230
2017,26,210
2017,27,110
2017,28,130
2017,29,45
2017,30,50
2017,31,305
2017,32,310
2017,33,350
2017,34,350
2017,35,340
2017,36,160
2017,37,130
2017,38,110
2017,39,40
2017,40,50
2017,41,330
2017,42,400
2017,43,400
2017,44,400
2017,45,400
2017,46,300
2017,47,100
2017,48,70
2017,49,110
2017,50,50
2017,51,355
2017,52,235
2017,53,400
2017,54,400
2017,55,400
2017,56,400
2017,57,90
2017,58,80
2017,59,60
2017,60,100
2017,61,200
2017,62,330
2017,63,400
2017,64,350
2017,65,400
2017,66,310
2017,67,110
2017,68,130
2017,69,80
2017,70,70
2017,71,200
2017,72,290
2017,73,400
2017,74,400
2017,75,400
2017,76,400
2017,77,300
2017,78,50
2017,79,100
2017,80,80
2017,101,40
2017,201,30
2017,301,60
2017,401,50
2017,501,75
2017,601,50
2017,701,50
2017,801,60
2018,1,100
2018,2,160
2018,3,150
2018,4,130
2018,5,170
2018,6,150
2018,7,70
2018,8,30
2018,9,40
2018,10,10
2018,11,140
2018,12,145
2018,13,230
2018,14,170
2018,15,135
2018,16,130
2018,17,45
2018,18,15
2018,19,15
2018,20,10
2018,21,250
2018,22,160
2018,23,230
2018,24,230
2018,25,100
2018,26,65
2018,27,70
2018,28,130
2018,29,10
2018,30,20
2018,31,160
2018,32,100
2018,33,170
2018,34,210
2018,35,170
2018,36,50
2018,37,70
2018,38,45
2018,39,20
2018,40,30
2018,41,200
2018,42,165
2018,43,210
2018,44,220
2018,45,290
2018,46,180
2018,47,60
2018,48,60
2018,49,55
2018,50,30
2018,51,180
2018,52,170
2018,53,230
2018,54,280
2018,55,400
2018,56,400
2018,57,20
2018,58,50
2018,59,30
2018,60,50
2018,61,105
2018,62,155
2018,63,300
2018,64,170
2018,65,400
2018,66,400
2018,67,50
2018,68,100
2018,69,30
2018,70,40
2018,71,145
2018,72,190
2018,73,180
2018,74,365
2018,75,300
2018,76,400
2018,77,120
2018,78,40
2018,79,40
2018,80,50
2018,101,10
2018,201,5
2018,301,10
2018,401,20
2018,501,40
2018,601,10
2018,701,30
2018,801,70
2019,1,250
2019,2,300
2019,3,250
2019,4,210
2019,5,240
2019,6,238
2019,7,150
2019,8,140
2019,9,80
2019,10,10
2019,11,260
2019,12,260
2019,13,320
2019,14,270
2019,15,210
2019,16,180
2019,17,260
2019,18,110
2019,19,60
2019,20,20
2019,21,350
2019,22,270
2019,23,330
2019,24,320
2019,25,260
2019,26,160
2019,27,80
2019,28,150
2019,29,40
2019,30,30
2019,31,280
2019,32,280
2019,33,300
2019,34,325
2019,35,300
2019,36,210
2019,37,90
2019,38,70
2019,39,70
2019,40,30
2019,41,273
2019,42,300
2019,43,308
2019,44,375
2019,45,383
2019,46,312
2019,47,200
2019,48,80
2019,49,80
2019,50,20
2019,51,260
2019,52,250
2019,53,390
2019,54,369
2019,55,400
2019,56,362
2019,57,210
2019,58,250
2019,59,150
2019,60,120
2019,61,155
2019,62,282
2019,63,295
2019,64,250
2019,65,400
2019,66,400
2019,67,200
2019,68,240
2019,69,260
2019,70,80
2019,71,160
2019,72,250
2019,73,360
2019,74,400
2019,75,370
2019,76,400
2019,77,230
2019,78,40
2019,79,280
2019,80,270
2019,101,20
2019,201,20
2019,301,40
2019,401,30
2019,501,30
2019,601,50
2019,701,60
2019,801,110
