"point_ID","year","mean.jun.d","n.jun.meas","max.jun.day","min.jun.day"
101,2005,0,2,28,14
101,2006,0,2,20,6
101,2007,0,4,26,1
101,2008,0,3,24,10
101,2009,0,5,30,4
101,2010,0,5,29,1
101,2011,0,4,28,7
101,2012,0,1,5,5
101,2013,0,2,17,3
101,2014,0,2,24,10
101,2015,0,2,23,9
101,2016,0,2,20,6
101,2017,0,2,20,6
101,2018,0,1,12,12
201,1994,0,1,2,2
201,1995,19.4,5,26,1
201,1996,0,3,26,7
201,1997,0,3,26,9
201,2005,0,2,28,14
201,2006,0,2,20,6
201,2007,0,4,26,1
201,2008,0,3,24,10
201,2009,0,5,30,4
201,2010,0,5,29,1
201,2011,0,4,28,7
201,2012,0,1,5,5
201,2013,0,2,17,3
201,2014,0,2,24,10
201,2015,0,2,23,9
201,2016,0,2,20,6
201,2017,0,2,20,6
201,2018,0,1,12,12
301,1994,0,1,2,2
301,1995,20.4,5,26,1
301,1996,0,3,26,7
301,1997,0,2,26,19
301,2005,0,2,28,14
301,2006,0,2,20,6
301,2007,0,4,26,1
301,2008,0,3,24,10
301,2009,0,5,30,4
301,2010,0,5,29,1
301,2011,0,4,28,7
301,2012,0,1,5,5
301,2013,0,2,17,3
301,2014,0,2,24,10
301,2015,0,2,23,9
301,2016,0,2,20,6
301,2017,0,2,20,6
301,2018,0,1,12,12
401,1994,0,1,2,2
401,1995,17.6,5,26,1
401,1996,0,3,26,7
401,1997,0,3,26,9
401,2005,0,2,28,14
401,2006,0,2,20,6
401,2007,0,4,26,1
401,2008,0,3,24,10
401,2009,0,5,30,4
401,2010,0,5,29,1
401,2011,0,4,28,7
401,2012,0,1,5,5
401,2013,0,2,17,3
401,2014,0,2,24,10
401,2015,0,2,23,9
401,2016,0,2,20,6
401,2017,0,2,20,6
401,2018,0,1,12,12
501,1994,0,1,2,2
501,1995,32.4,5,26,1
501,1996,0,3,26,7
501,1997,0,3,26,9
501,2005,0,2,28,14
501,2006,0,2,20,6
501,2007,0,4,26,1
501,2008,0,3,24,10
501,2009,0,5,30,4
501,2010,0,5,29,1
501,2011,0,4,28,7
501,2012,0,1,5,5
501,2013,0,2,17,3
501,2014,0,2,24,10
501,2015,0,2,23,9
501,2016,0,2,20,6
501,2017,0,2,20,6
501,2018,0,1,12,12
601,1994,0,1,2,2
601,1995,13,5,26,1
601,1996,0,3,26,7
601,1997,0,3,26,9
601,2005,0,2,28,14
601,2006,0,2,20,6
601,2007,0,4,26,1
601,2008,0,3,24,10
601,2009,0,5,30,4
601,2010,1,5,29,1
601,2011,0,4,28,7
601,2012,0,1,5,5
601,2013,0,2,17,3
601,2014,0,2,24,10
601,2015,0,2,23,9
601,2016,0,2,20,6
601,2017,0,2,20,6
601,2018,0,1,12,12
701,1994,0,1,2,2
701,1995,20.6,5,26,1
701,1996,0,3,26,7
701,1997,0,3,26,9
701,2005,0,2,28,14
701,2006,0,2,20,6
701,2007,0,4,26,1
701,2008,0,3,24,10
701,2009,0,5,30,4
701,2010,1,5,29,1
701,2011,0,4,28,7
701,2012,0,1,5,5
701,2013,0,2,17,3
701,2014,0,2,24,10
701,2015,0,2,23,9
701,2016,0,2,20,6
701,2017,0,2,20,6
701,2018,0,1,12,12
801,1994,0,1,2,2
801,1995,55.6,5,26,1
801,1996,0,3,26,7
801,1997,0,3,26,9
801,2005,0,2,28,14
801,2006,0,2,20,6
801,2007,0,4,26,1
801,2008,0,3,24,10
801,2009,0,5,30,4
801,2010,1,5,29,1
801,2011,0,4,28,7
801,2012,0,1,5,5
801,2013,0,2,17,3
801,2014,0,2,24,10
801,2015,0,2,23,9
801,2016,0,2,20,6
801,2017,2.5,2,20,6
801,2018,0,1,12,12
