"LTER_site","local_site","point_ID","date","depth_stake","depth_n","depth_e","depth_s","depth_w","mean_depth","num_meas","year","month","seas","jd"
"NWT","sdl","6","1996-01-11",120,NA,NA,NA,NA,120,1,1996,1,"1996",101
"NWT","sdl","23","1996-01-11",245,NA,NA,NA,NA,245,1,1996,1,"1996",101
"NWT","sdl","36","1996-01-11",40,NA,NA,NA,NA,40,1,1996,1,"1996",101
"NWT","sdl","43","1996-01-11",275,NA,NA,NA,NA,275,1,1996,1,"1996",101
"NWT","sdl","44","1996-01-11",215,NA,NA,NA,NA,215,1,1996,1,"1996",101
"NWT","sdl","48","1996-01-11",5,NA,NA,NA,NA,5,1,1996,1,"1996",101
"NWT","sdl","53","1996-01-11",185,NA,NA,NA,NA,185,1,1996,1,"1996",101
"NWT","sdl","55","1996-01-11",315,NA,NA,NA,NA,315,1,1996,1,"1996",101
"NWT","sdl","6","1996-01-28",190,NA,NA,NA,NA,190,1,1996,1,"1996",118
"NWT","sdl","23","1996-01-28",310,NA,NA,NA,NA,310,1,1996,1,"1996",118
"NWT","sdl","36","1996-01-28",80,NA,NA,NA,NA,80,1,1996,1,"1996",118
"NWT","sdl","43","1996-01-28",360,NA,NA,NA,NA,360,1,1996,1,"1996",118
"NWT","sdl","44","1996-01-28",340,NA,NA,NA,NA,340,1,1996,1,"1996",118
"NWT","sdl","48","1996-01-28",0,NA,NA,NA,NA,0,1,1996,1,"1996",118
"NWT","sdl","53","1996-01-28",240,NA,NA,NA,NA,240,1,1996,1,"1996",118
"NWT","sdl","55","1996-01-28",350,NA,NA,NA,NA,350,1,1996,1,"1996",118
"NWT","sdl","6","1996-02-28",230,NA,NA,NA,NA,230,1,1996,2,"1996",149
"NWT","sdl","23","1996-02-28",400,NA,NA,NA,NA,400,1,1996,2,"1996",149
"NWT","sdl","36","1996-02-28",145,NA,NA,NA,NA,145,1,1996,2,"1996",149
"NWT","sdl","43","1996-02-28",470,NA,NA,NA,NA,470,1,1996,2,"1996",149
"NWT","sdl","44","1996-02-28",380,NA,NA,NA,NA,380,1,1996,2,"1996",149
"NWT","sdl","48","1996-02-28",90,NA,NA,NA,NA,90,1,1996,2,"1996",149
"NWT","sdl","53","1996-02-28",295,NA,NA,NA,NA,295,1,1996,2,"1996",149
"NWT","sdl","55","1996-02-28",405,NA,NA,NA,NA,405,1,1996,2,"1996",149
"NWT","sdl","6","1996-03-13",205,NA,NA,NA,NA,205,1,1996,3,"1996",163
"NWT","sdl","23","1996-03-13",410,NA,NA,NA,NA,410,1,1996,3,"1996",163
"NWT","sdl","36","1996-03-13",140,NA,NA,NA,NA,140,1,1996,3,"1996",163
"NWT","sdl","43","1996-03-13",465,NA,NA,NA,NA,465,1,1996,3,"1996",163
"NWT","sdl","44","1996-03-13",405,NA,NA,NA,NA,405,1,1996,3,"1996",163
"NWT","sdl","48","1996-03-13",0,NA,NA,NA,NA,0,1,1996,3,"1996",163
"NWT","sdl","53","1996-03-13",290,NA,NA,NA,NA,290,1,1996,3,"1996",163
"NWT","sdl","55","1996-03-13",275,NA,NA,NA,NA,275,1,1996,3,"1996",163
"NWT","sdl","6","1996-03-27",260,NA,NA,NA,NA,260,1,1996,3,"1996",177
"NWT","sdl","23","1996-03-27",290,NA,NA,NA,NA,290,1,1996,3,"1996",177
"NWT","sdl","36","1996-03-27",160,NA,NA,NA,NA,160,1,1996,3,"1996",177
"NWT","sdl","43","1996-03-27",510,NA,NA,NA,NA,510,1,1996,3,"1996",177
"NWT","sdl","44","1996-03-27",440,NA,NA,NA,NA,440,1,1996,3,"1996",177
"NWT","sdl","48","1996-03-27",25,NA,NA,NA,NA,25,1,1996,3,"1996",177
"NWT","sdl","53","1996-03-27",320,NA,NA,NA,NA,320,1,1996,3,"1996",177
"NWT","sdl","55","1996-03-27",545,NA,NA,NA,NA,545,1,1996,3,"1996",177
"NWT","sdl","6","1996-05-09",250,NA,NA,NA,NA,250,1,1996,5,"1996",220
"NWT","sdl","23","1996-05-09",460,NA,NA,NA,NA,460,1,1996,5,"1996",220
"NWT","sdl","36","1996-05-09",165,NA,NA,NA,NA,165,1,1996,5,"1996",220
"NWT","sdl","43","1996-05-09",290,NA,NA,NA,NA,290,1,1996,5,"1996",220
"NWT","sdl","44","1996-05-09",455,NA,NA,NA,NA,455,1,1996,5,"1996",220
"NWT","sdl","48","1996-05-09",0,NA,NA,NA,NA,0,1,1996,5,"1996",220
"NWT","sdl","53","1996-05-09",320,NA,NA,NA,NA,320,1,1996,5,"1996",220
"NWT","sdl","55","1996-05-09",555,NA,NA,NA,NA,555,1,1996,5,"1996",220
"NWT","sdl","6","1996-05-22",180,NA,NA,NA,NA,180,1,1996,5,"1996",233
"NWT","sdl","23","1996-05-22",350,NA,NA,NA,NA,350,1,1996,5,"1996",233
"NWT","sdl","36","1996-05-22",70,NA,NA,NA,NA,70,1,1996,5,"1996",233
"NWT","sdl","43","1996-05-22",440,NA,NA,NA,NA,440,1,1996,5,"1996",233
"NWT","sdl","44","1996-05-22",420,NA,NA,NA,NA,420,1,1996,5,"1996",233
"NWT","sdl","48","1996-05-22",0,NA,NA,NA,NA,0,1,1996,5,"1996",233
"NWT","sdl","53","1996-05-22",255,NA,NA,NA,NA,255,1,1996,5,"1996",233
"NWT","sdl","55","1996-05-22",425,NA,NA,NA,NA,425,1,1996,5,"1996",233
"NWT","sdl","6","1996-06-07",175,NA,NA,NA,NA,175,1,1996,6,"1996",249
"NWT","sdl","23","1996-06-07",340,NA,NA,NA,NA,340,1,1996,6,"1996",249
"NWT","sdl","36","1996-06-07",100,NA,NA,NA,NA,100,1,1996,6,"1996",249
"NWT","sdl","43","1996-06-07",180,NA,NA,NA,NA,180,1,1996,6,"1996",249
"NWT","sdl","44","1996-06-07",150,NA,NA,NA,NA,150,1,1996,6,"1996",249
"NWT","sdl","48","1996-06-07",0,NA,NA,NA,NA,0,1,1996,6,"1996",249
"NWT","sdl","53","1996-06-07",140,NA,NA,NA,NA,140,1,1996,6,"1996",249
"NWT","sdl","55","1996-06-07",150,NA,NA,NA,NA,150,1,1996,6,"1996",249
"NWT","sdl","6","1996-06-14",125,NA,NA,NA,NA,125,1,1996,6,"1996",256
"NWT","sdl","23","1996-06-14",290,NA,NA,NA,NA,290,1,1996,6,"1996",256
"NWT","sdl","36","1996-06-14",30,NA,NA,NA,NA,30,1,1996,6,"1996",256
"NWT","sdl","43","1996-06-14",260,NA,NA,NA,NA,260,1,1996,6,"1996",256
"NWT","sdl","44","1996-06-14",290,NA,NA,NA,NA,290,1,1996,6,"1996",256
"NWT","sdl","48","1996-06-14",45,NA,NA,NA,NA,45,1,1996,6,"1996",256
"NWT","sdl","53","1996-06-14",180,NA,NA,NA,NA,180,1,1996,6,"1996",256
"NWT","sdl","55","1996-06-14",100,NA,NA,NA,NA,100,1,1996,6,"1996",256
"NWT","sdl","6","1996-06-26",15,NA,NA,NA,NA,15,1,1996,6,"1996",268
"NWT","sdl","23","1996-06-26",240,NA,NA,NA,NA,240,1,1996,6,"1996",268
"NWT","sdl","36","1996-06-26",0,NA,NA,NA,NA,0,1,1996,6,"1996",268
"NWT","sdl","43","1996-06-26",195,NA,NA,NA,NA,195,1,1996,6,"1996",268
"NWT","sdl","44","1996-06-26",220,NA,NA,NA,NA,220,1,1996,6,"1996",268
"NWT","sdl","48","1996-06-26",0,NA,NA,NA,NA,0,1,1996,6,"1996",268
"NWT","sdl","53","1996-06-26",130,NA,NA,NA,NA,130,1,1996,6,"1996",268
"NWT","sdl","55","1996-06-26",20,NA,NA,NA,NA,20,1,1996,6,"1996",268
"NWT","sdl","6","1996-07-03",0,NA,NA,NA,NA,0,1,1996,7,"1996",275
"NWT","sdl","23","1996-07-03",65,NA,NA,NA,NA,65,1,1996,7,"1996",275
