"LTER_site","local_site","point_ID","date","depth_stake","depth_n","depth_e","depth_s","depth_w","mean_depth","num_meas","year","month","seas","jd"
"NWT","sdl","19","1996-01-11",5,NA,NA,NA,NA,5,1,1996,1,"1996",101
"NWT","sdl","32","1996-01-11",210,NA,NA,NA,NA,210,1,1996,1,"1996",101
"NWT","sdl","38","1996-01-11",180,NA,NA,NA,NA,180,1,1996,1,"1996",101
"NWT","sdl","46","1996-01-11",220,NA,NA,NA,NA,220,1,1996,1,"1996",101
"NWT","sdl","64","1996-01-11",120,NA,NA,NA,NA,120,1,1996,1,"1996",101
"NWT","sdl","80","1996-01-11",0,NA,NA,NA,NA,0,1,1996,1,"1996",101
"NWT","sdl","401","1996-01-11",0,NA,NA,NA,NA,0,1,1996,1,"1996",101
"NWT","sdl","601","1996-01-11",0,NA,NA,NA,NA,0,1,1996,1,"1996",101
"NWT","sdl","19","1996-01-28",0,NA,NA,NA,NA,0,1,1996,1,"1996",118
"NWT","sdl","32","1996-01-28",270,NA,NA,NA,NA,270,1,1996,1,"1996",118
"NWT","sdl","38","1996-01-28",170,NA,NA,NA,NA,170,1,1996,1,"1996",118
"NWT","sdl","46","1996-01-28",100,NA,NA,NA,NA,100,1,1996,1,"1996",118
"NWT","sdl","64","1996-01-28",190,NA,NA,NA,NA,190,1,1996,1,"1996",118
"NWT","sdl","80","1996-01-28",30,NA,NA,NA,NA,30,1,1996,1,"1996",118
"NWT","sdl","401","1996-01-28",0,NA,NA,NA,NA,0,1,1996,1,"1996",118
"NWT","sdl","601","1996-01-28",0,NA,NA,NA,NA,0,1,1996,1,"1996",118
"NWT","sdl","19","1996-02-28",20,NA,NA,NA,NA,20,1,1996,2,"1996",149
"NWT","sdl","32","1996-02-28",310,NA,NA,NA,NA,310,1,1996,2,"1996",149
"NWT","sdl","38","1996-02-28",160,NA,NA,NA,NA,160,1,1996,2,"1996",149
"NWT","sdl","46","1996-02-28",300,NA,NA,NA,NA,300,1,1996,2,"1996",149
"NWT","sdl","64","1996-02-28",250,NA,NA,NA,NA,250,1,1996,2,"1996",149
"NWT","sdl","80","1996-02-28",60,NA,NA,NA,NA,60,1,1996,2,"1996",149
"NWT","sdl","401","1996-02-28",0,NA,NA,NA,NA,0,1,1996,2,"1996",149
"NWT","sdl","601","1996-02-28",0,NA,NA,NA,NA,0,1,1996,2,"1996",149
"NWT","sdl","19","1996-03-13",0,NA,NA,NA,NA,0,1,1996,3,"1996",163
"NWT","sdl","32","1996-03-13",330,NA,NA,NA,NA,330,1,1996,3,"1996",163
"NWT","sdl","38","1996-03-13",165,NA,NA,NA,NA,165,1,1996,3,"1996",163
"NWT","sdl","46","1996-03-13",330,NA,NA,NA,NA,330,1,1996,3,"1996",163
"NWT","sdl","64","1996-03-13",260,NA,NA,NA,NA,260,1,1996,3,"1996",163
"NWT","sdl","80","1996-03-13",0,NA,NA,NA,NA,0,1,1996,3,"1996",163
"NWT","sdl","401","1996-03-13",0,NA,NA,NA,NA,0,1,1996,3,"1996",163
"NWT","sdl","601","1996-03-13",0,NA,NA,NA,NA,0,1,1996,3,"1996",163
"NWT","sdl","19","1996-03-27",0,NA,NA,NA,NA,0,1,1996,3,"1996",177
"NWT","sdl","32","1996-03-27",340,NA,NA,NA,NA,340,1,1996,3,"1996",177
