"LTER_site","local_site","point_ID","date","depth_stake","depth_n","depth_e","depth_s","depth_w","mean_depth","num_meas","year","month","seas","jd"
"NWT","sdl","27","1993-11-02",40,NA,NA,NA,NA,40,1,1993,11,"1994",32
"NWT","sdl","34","1993-11-02",40,NA,NA,NA,NA,40,1,1993,11,"1994",32
"NWT","sdl","52","1993-11-02",30,NA,NA,NA,NA,30,1,1993,11,"1994",32
"NWT","sdl","56","1993-11-02",55,NA,NA,NA,NA,55,1,1993,11,"1994",32
"NWT","sdl","66","1993-11-02",60,NA,NA,NA,NA,60,1,1993,11,"1994",32
"NWT","sdl","67","1993-11-02",8,NA,NA,NA,NA,8,1,1993,11,"1994",32
"NWT","sdl","75","1993-11-02",30,NA,NA,NA,NA,30,1,1993,11,"1994",32
"NWT","sdl","78","1993-11-02",15,NA,NA,NA,NA,15,1,1993,11,"1994",32
"NWT","sdl","27","1993-11-20",30,40,10,30,30,28,5,1993,11,"1994",50
"NWT","sdl","34","1993-11-20",100,NA,NA,NA,NA,100,1,1993,11,"1994",50
"NWT","sdl","52","1993-11-20",60,NA,NA,NA,NA,60,1,1993,11,"1994",50
"NWT","sdl","56","1993-11-20",163,NA,NA,NA,NA,163,1,1993,11,"1994",50
"NWT","sdl","66","1993-11-20",160,NA,NA,NA,NA,160,1,1993,11,"1994",50
"NWT","sdl","67","1993-11-20",5,10,5,5,5,6,5,1993,11,"1994",50
"NWT","sdl","75","1993-11-20",90,NA,NA,NA,NA,90,1,1993,11,"1994",50
"NWT","sdl","78","1993-11-20",15,10,5,0,5,7,5,1993,11,"1994",50
"NWT","sdl","27","1993-12-11",20,15,15,20,25,19,5,1993,12,"1994",71
"NWT","sdl","34","1993-12-11",85,NA,NA,NA,NA,85,1,1993,12,"1994",71
"NWT","sdl","52","1993-12-11",10,NA,NA,NA,NA,10,1,1993,12,"1994",71
"NWT","sdl","56","1993-12-11",198,NA,NA,NA,NA,198,1,1993,12,"1994",71
"NWT","sdl","66","1993-12-11",237,NA,NA,NA,NA,237,1,1993,12,"1994",71
"NWT","sdl","67","1993-12-11",5,5,5,5,5,5,5,1993,12,"1994",71
"NWT","sdl","75","1993-12-11",100,NA,NA,NA,NA,100,1,1993,12,"1994",71
"NWT","sdl","78","1993-12-11",10,10,10,10,5,9,5,1993,12,"1994",71
"NWT","sdl","27","1993-12-30",20,NA,NA,NA,NA,20,1,1993,12,"1994",90
"NWT","sdl","34","1993-12-30",115,NA,NA,NA,NA,115,1,1993,12,"1994",90
"NWT","sdl","52","1993-12-30",20,15,2,10,5,10,5,1993,12,"1994",90
"NWT","sdl","56","1993-12-30",210,NA,NA,NA,NA,210,1,1993,12,"1994",90
"NWT","sdl","66","1993-12-30",250,NA,NA,NA,NA,250,1,1993,12,"1994",90
"NWT","sdl","67","1993-12-30",5,3,3,3,5,4,5,1993,12,"1994",90
"NWT","sdl","75","1993-12-30",95,NA,NA,NA,NA,95,1,1993,12,"1994",90
"NWT","sdl","78","1993-12-30",10,10,15,5,0,8,5,1993,12,"1994",90
"NWT","sdl","27","1994-01-15",20,NA,NA,NA,NA,20,1,1994,1,"1994",108
"NWT","sdl","34","1994-01-15",110,NA,NA,NA,NA,110,1,1994,1,"1994",108
"NWT","sdl","52","1994-01-15",10,NA,NA,NA,NA,10,1,1994,1,"1994",108
"NWT","sdl","56","1994-01-15",215,NA,NA,NA,NA,215,1,1994,1,"1994",108
"NWT","sdl","66","1994-01-15",253,NA,NA,NA,NA,253,1,1994,1,"1994",108
"NWT","sdl","67","1994-01-15",5,NA,NA,NA,NA,5,1,1994,1,"1994",108
"NWT","sdl","75","1994-01-15",100,NA,NA,NA,NA,100,1,1994,1,"1994",108
"NWT","sdl","78","1994-01-15",10,NA,NA,NA,NA,10,1,1994,1,"1994",108
"NWT","sdl","27","1994-02-04",16,NA,NA,NA,NA,16,1,1994,2,"1994",128
"NWT","sdl","34","1994-02-04",105,NA,NA,NA,NA,105,1,1994,2,"1994",128
"NWT","sdl","52","1994-02-04",5,NA,NA,NA,NA,5,1,1994,2,"1994",128
"NWT","sdl","56","1994-02-04",260,NA,NA,NA,NA,260,1,1994,2,"1994",128
"NWT","sdl","66","1994-02-04",270,NA,NA,NA,NA,270,1,1994,2,"1994",128
"NWT","sdl","67","1994-02-04",8,NA,NA,NA,NA,8,1,1994,2,"1994",128
"NWT","sdl","75","1994-02-04",90,NA,NA,NA,NA,90,1,1994,2,"1994",128
"NWT","sdl","78","1994-02-04",15,NA,NA,NA,NA,15,1,1994,2,"1994",128
"NWT","sdl","27","1994-02-26",25,NA,NA,NA,NA,25,1,1994,2,"1994",150
"NWT","sdl","34","1994-02-26",110,NA,NA,NA,NA,110,1,1994,2,"1994",150
"NWT","sdl","52","1994-02-26",50,NA,NA,NA,NA,50,1,1994,2,"1994",150
"NWT","sdl","56","1994-02-26",110,NA,NA,NA,NA,110,1,1994,2,"1994",150
"NWT","sdl","66","1994-02-26",120,NA,NA,NA,NA,120,1,1994,2,"1994",150
"NWT","sdl","67","1994-02-26",10,NA,NA,NA,NA,10,1,1994,2,"1994",150
"NWT","sdl","75","1994-02-26",10,NA,NA,NA,NA,10,1,1994,2,"1994",150
"NWT","sdl","78","1994-02-26",45,NA,NA,NA,NA,45,1,1994,2,"1994",150
"NWT","sdl","27","1994-03-17",30,NA,NA,NA,NA,30,1,1994,3,"1994",169
"NWT","sdl","34","1994-03-17",180,NA,NA,NA,NA,180,1,1994,3,"1994",169
"NWT","sdl","52","1994-03-17",175,NA,NA,NA,NA,175,1,1994,3,"1994",169
"NWT","sdl","56","1994-03-17",300,NA,NA,NA,NA,300,1,1994,3,"1994",169
"NWT","sdl","66","1994-03-17",320,NA,NA,NA,NA,320,1,1994,3,"1994",169
"NWT","sdl","67","1994-03-17",10,NA,NA,NA,NA,10,1,1994,3,"1994",169
"NWT","sdl","75","1994-03-17",70,NA,NA,NA,NA,70,1,1994,3,"1994",169
"NWT","sdl","78","1994-03-17",50,NA,NA,NA,NA,50,1,1994,3,"1994",169
"NWT","sdl","52","1994-04-09",180,NA,NA,NA,NA,180,1,1994,4,"1994",192
"NWT","sdl","78","1994-04-09",10,15,5,10,10,10,5,1994,4,"1994",192
"NWT","sdl","27","1994-04-18",65,NA,NA,NA,NA,65,1,1994,4,"1994",201
"NWT","sdl","34","1994-04-18",240,NA,NA,NA,NA,240,1,1994,4,"1994",201
"NWT","sdl","52","1994-04-18",165,NA,NA,NA,NA,165,1,1994,4,"1994",201
"NWT","sdl","56","1994-04-18",360,NA,NA,NA,NA,360,1,1994,4,"1994",201
"NWT","sdl","66","1994-04-18",382,NA,NA,NA,NA,382,1,1994,4,"1994",201
"NWT","sdl","67","1994-04-18",20,NA,NA,NA,NA,20,1,1994,4,"1994",201
"NWT","sdl","75","1994-04-18",305,NA,NA,NA,NA,305,1,1994,4,"1994",201
"NWT","sdl","78","1994-04-18",0,NA,NA,NA,NA,0,1,1994,4,"1994",201
"NWT","sdl","27","1994-05-14",10,NA,NA,NA,NA,10,1,1994,5,"1994",227
"NWT","sdl","34","1994-05-14",190,NA,NA,NA,NA,190,1,1994,5,"1994",227
"NWT","sdl","52","1994-05-14",130,NA,NA,NA,NA,130,1,1994,5,"1994",227
"NWT","sdl","56","1994-05-14",310,NA,NA,NA,NA,310,1,1994,5,"1994",227
"NWT","sdl","66","1994-05-14",360,NA,NA,NA,NA,360,1,1994,5,"1994",227
