"LTER_site","local_site","point_ID","date","depth_stake","depth_n","depth_e","depth_s","depth_w","mean_depth","num_meas","year","month","seas","jd"
"NWT","sdl","16","1993-11-02",NA,NA,NA,15,NA,15,1,1993,11,"1994",32
"NWT","sdl","30","1993-11-02",3,NA,NA,NA,NA,3,1,1993,11,"1994",32
"NWT","sdl","33","1993-11-02",35,NA,NA,NA,NA,35,1,1993,11,"1994",32
"NWT","sdl","41","1993-11-02",65,NA,NA,NA,NA,65,1,1993,11,"1994",32
"NWT","sdl","47","1993-11-02",30,NA,NA,NA,NA,30,1,1993,11,"1994",32
"NWT","sdl","73","1993-11-02",100,NA,NA,NA,NA,100,1,1993,11,"1994",32
"NWT","sdl","77","1993-11-02",10,NA,NA,NA,NA,10,1,1993,11,"1994",32
"NWT","sdl","701","1993-11-02",20,NA,NA,NA,NA,20,1,1993,11,"1994",32
"NWT","sdl","16","1993-11-20",35,NA,NA,NA,NA,35,1,1993,11,"1994",50
"NWT","sdl","30","1993-11-20",8,NA,NA,NA,NA,8,1,1993,11,"1994",50
"NWT","sdl","33","1993-11-20",68,NA,NA,NA,NA,68,1,1993,11,"1994",50
"NWT","sdl","41","1993-11-20",90,NA,NA,NA,NA,90,1,1993,11,"1994",50
"NWT","sdl","47","1993-11-20",30,25,15,20,30,24,5,1993,11,"1994",50
"NWT","sdl","73","1993-11-20",160,NA,NA,NA,NA,160,1,1993,11,"1994",50
"NWT","sdl","77","1993-11-20",15,15,20,10,20,16,5,1993,11,"1994",50
"NWT","sdl","701","1993-11-20",20,NA,NA,NA,NA,20,1,1993,11,"1994",50
"NWT","sdl","16","1993-12-11",15,NA,NA,NA,NA,15,1,1993,12,"1994",71
"NWT","sdl","30","1993-12-11",5,0,0,0,0,1,5,1993,12,"1994",71
"NWT","sdl","33","1993-12-11",55,NA,NA,NA,NA,55,1,1993,12,"1994",71
"NWT","sdl","41","1993-12-11",40,NA,NA,NA,NA,40,1,1993,12,"1994",71
"NWT","sdl","47","1993-12-11",30,15,15,25,35,24,5,1993,12,"1994",71
"NWT","sdl","73","1993-12-11",110,NA,NA,NA,NA,110,1,1993,12,"1994",71
"NWT","sdl","77","1993-12-11",5,0,20,5,15,9,5,1993,12,"1994",71
"NWT","sdl","701","1993-12-11",15,15,5,5,5,9,5,1993,12,"1994",71
"NWT","sdl","16","1993-12-30",7,10,10,10,15,10,5,1993,12,"1994",90
"NWT","sdl","30","1993-12-30",2,2,2,1,1,2,5,1993,12,"1994",90
"NWT","sdl","33","1993-12-30",75,NA,NA,NA,NA,75,1,1993,12,"1994",90
"NWT","sdl","41","1993-12-30",40,NA,NA,NA,NA,40,1,1993,12,"1994",90
"NWT","sdl","47","1993-12-30",27,NA,NA,NA,NA,27,1,1993,12,"1994",90
"NWT","sdl","73","1993-12-30",100,NA,NA,NA,NA,100,1,1993,12,"1994",90
"NWT","sdl","77","1993-12-30",10,5,5,10,5,7,5,1993,12,"1994",90
